time,neg60pA,neg30pA,0pA,30pA,60pA,90pA,120pA,150pA,180pA,210pA,240pA
0.66685,-0.070205,-0.067498,-0.063257,-0.060999,-0.057075,-0.054055,-0.051863,-0.04868,-0.042934,-0.045336,-0.049053
0.6669,-0.070208,-0.067483,-0.063263,-0.061011,-0.057081,-0.054064,-0.051866,-0.048695,-0.042925,-0.04537,-0.049004
0.66695,-0.070223,-0.067474,-0.063273,-0.061002,-0.057063,-0.054058,-0.051854,-0.048716,-0.042934,-0.0454,-0.048949
0.667,-0.07022,-0.067486,-0.063282,-0.061005,-0.05705,-0.054067,-0.051839,-0.048716,-0.04295,-0.045406,-0.048885
0.66705,-0.070229,-0.067489,-0.0633,-0.061014,-0.057063,-0.054077,-0.051836,-0.048713,-0.04295,-0.045406,-0.048815
0.6671,-0.070241,-0.067492,-0.063306,-0.061023,-0.05709,-0.054083,-0.051836,-0.048716,-0.042931,-0.0454,-0.04876
0.66715,-0.070251,-0.067498,-0.063303,-0.061005,-0.057096,-0.054067,-0.051857,-0.048695,-0.042898,-0.045385,-0.04872
0.6672,-0.070248,-0.067508,-0.063306,-0.060999,-0.057105,-0.054052,-0.051869,-0.048686,-0.042873,-0.045373,-0.04869
0.66725,-0.070248,-0.067501,-0.0633,-0.061002,-0.057096,-0.054031,-0.051872,-0.04867,-0.042873,-0.045361,-0.048647
0.6673,-0.070235,-0.067498,-0.063291,-0.061008,-0.057084,-0.05404,-0.051866,-0.048658,-0.042889,-0.045373,-0.048601
0.66735,-0.070229,-0.067477,-0.063288,-0.061002,-0.057066,-0.054061,-0.051839,-0.048664,-0.042916,-0.045376,-0.048564
0.6674,-0.07022,-0.067486,-0.063294,-0.060989,-0.057053,-0.054067,-0.051827,-0.048695,-0.042919,-0.045382,-0.048531
0.66745,-0.070205,-0.067508,-0.0633,-0.06098,-0.05705,-0.054067,-0.051817,-0.04871,-0.04291,-0.045379,-0.048485
0.6675,-0.070211,-0.067523,-0.0633,-0.060993,-0.057038,-0.054046,-0.051817,-0.048725,-0.042879,-0.045376,-0.048455
0.66755,-0.07022,-0.067529,-0.0633,-0.060996,-0.057023,-0.05404,-0.051814,-0.048738,-0.042858,-0.045388,-0.048415
0.6676,-0.070226,-0.06752,-0.063288,-0.060983,-0.057011,-0.054049,-0.051817,-0.048747,-0.042852,-0.045403,-0.048369
0.66765,-0.070226,-0.067492,-0.063294,-0.060974,-0.056998,-0.054049,-0.051827,-0.048741,-0.042846,-0.045431,-0.04832
0.6677,-0.07022,-0.067477,-0.063291,-0.060971,-0.057001,-0.054049,-0.051845,-0.048731,-0.042843,-0.045449,-0.048271
0.66775,-0.070214,-0.067471,-0.063285,-0.060986,-0.056998,-0.054037,-0.051842,-0.048719,-0.042831,-0.045471,-0.048253
0.6678,-0.070214,-0.067459,-0.063273,-0.061002,-0.056992,-0.054031,-0.051836,-0.048698,-0.042824,-0.045492,-0.048223
0.66785,-0.070211,-0.067447,-0.063285,-0.060999,-0.056992,-0.054028,-0.051814,-0.048695,-0.042812,-0.045498,-0.048198
0.6679,-0.070223,-0.06744,-0.063297,-0.060983,-0.056998,-0.054025,-0.051802,-0.048716,-0.042782,-0.045477,-0.048165
0.66795,-0.070229,-0.067456,-0.063325,-0.060965,-0.057001,-0.054037,-0.051808,-0.048722,-0.04277,-0.045449,-0.048101
0.668,-0.070226,-0.067486,-0.063352,-0.060968,-0.056992,-0.054055,-0.051817,-0.048728,-0.042767,-0.045419,-0.048027
0.66805,-0.070223,-0.067505,-0.06337,-0.060983,-0.056989,-0.054061,-0.051824,-0.048731,-0.04277,-0.045397,-0.047978
0.6681,-0.070229,-0.067517,-0.063373,-0.061002,-0.056977,-0.054061,-0.05183,-0.048713,-0.042748,-0.045394,-0.047954
0.66815,-0.070226,-0.06752,-0.063361,-0.061011,-0.056971,-0.054058,-0.05182,-0.048692,-0.042712,-0.045394,-0.04793
0.6682,-0.070217,-0.067514,-0.063349,-0.061008,-0.056971,-0.054055,-0.051817,-0.048683,-0.042681,-0.0454,-0.047887
0.66825,-0.070217,-0.067505,-0.063328,-0.061002,-0.056968,-0.054043,-0.051833,-0.04867,-0.042632,-0.045397,-0.047844
0.6683,-0.070217,-0.067474,-0.063315,-0.061002,-0.056947,-0.054055,-0.051857,-0.048655,-0.042586,-0.045391,-0.047798
0.66835,-0.070205,-0.067471,-0.063309,-0.060996,-0.05694,-0.054061,-0.051866,-0.048658,-0.042544,-0.045397,-0.047756
0.6684,-0.070211,-0.067468,-0.063306,-0.061002,-0.056947,-0.05404,-0.051845,-0.048658,-0.042504,-0.045416,-0.047722
0.66845,-0.070205,-0.067477,-0.063312,-0.06102,-0.056937,-0.054043,-0.051824,-0.048655,-0.042467,-0.045434,-0.047685
0.6685,-0.070193,-0.067498,-0.063315,-0.061023,-0.056937,-0.054058,-0.051817,-0.048649,-0.042412,-0.045461,-0.047667
0.66855,-0.070205,-0.06752,-0.063312,-0.061014,-0.056947,-0.054043,-0.05183,-0.048643,-0.04237,-0.045471,-0.047634
0.6686,-0.070223,-0.067511,-0.063328,-0.061002,-0.056968,-0.054022,-0.051839,-0.048643,-0.042333,-0.045461,-0.047588
0.66865,-0.070248,-0.067498,-0.063325,-0.060993,-0.056974,-0.054003,-0.051839,-0.048649,-0.042284,-0.045455,-0.047539
0.6687,-0.070251,-0.067492,-0.063312,-0.061005,-0.056965,-0.053988,-0.051836,-0.048649,-0.042235,-0.045449,-0.047512
0.66875,-0.070238,-0.067492,-0.063303,-0.061008,-0.056962,-0.053982,-0.051857,-0.048673,-0.042202,-0.045452,-0.04749
0.6688,-0.070223,-0.06748,-0.063294,-0.061002,-0.056956,-0.053991,-0.051869,-0.048701,-0.042174,-0.045467,-0.047463
0.66885,-0.070199,-0.067471,-0.063297,-0.061002,-0.056959,-0.053979,-0.051857,-0.04871,-0.042171,-0.045483,-0.047441
0.6689,-0.07019,-0.067453,-0.063303,-0.061017,-0.056959,-0.053985,-0.051839,-0.048704,-0.042165,-0.04551,-0.047417
0.66895,-0.070196,-0.067443,-0.063303,-0.061026,-0.056934,-0.053991,-0.051811,-0.048692,-0.042171,-0.045516,-0.047389
0.669,-0.070205,-0.067431,-0.0633,-0.061051,-0.05691,-0.054003,-0.051799,-0.048686,-0.042174,-0.045544,-0.047359
0.66905,-0.070205,-0.067434,-0.0633,-0.061051,-0.056895,-0.054003,-0.051799,-0.04867,-0.042162,-0.04555,-0.047313
0.6691,-0.070211,-0.067425,-0.063306,-0.061044,-0.056898,-0.054009,-0.051796,-0.048661,-0.042135,-0.045553,-0.047286
0.66915,-0.070226,-0.067434,-0.063306,-0.061038,-0.056901,-0.054019,-0.051799,-0.04864,-0.042089,-0.045562,-0.047264
0.6692,-0.070254,-0.067447,-0.063306,-0.061023,-0.056886,-0.054031,-0.051811,-0.048637,-0.042046,-0.045586,-0.047252
0.66925,-0.070269,-0.067443,-0.063309,-0.061041,-0.056861,-0.054037,-0.05183,-0.048643,-0.042004,-0.045611,-0.047249
0.6693,-0.070248,-0.067459,-0.063315,-0.061072,-0.056852,-0.054037,-0.051845,-0.048646,-0.041961,-0.045629,-0.047258
0.66935,-0.070235,-0.067474,-0.063328,-0.061081,-0.05684,-0.054034,-0.05183,-0.048622,-0.041927,-0.045626,-0.047249
0.6694,-0.070226,-0.067465,-0.063321,-0.061099,-0.056846,-0.054028,-0.051805,-0.048622,-0.041903,-0.045608,-0.047234
0.66945,-0.070226,-0.067428,-0.063306,-0.061102,-0.056849,-0.054019,-0.051793,-0.04864,-0.041894,-0.04559,-0.047231
0.6695,-0.070223,-0.067404,-0.063303,-0.061109,-0.056855,-0.054019,-0.051796,-0.048622,-0.041888,-0.045568,-0.047222
0.66955,-0.070223,-0.067398,-0.063325,-0.061096,-0.056861,-0.054034,-0.051805,-0.048609,-0.041881,-0.045577,-0.0472
0.6696,-0.070232,-0.067407,-0.063331,-0.061084,-0.056861,-0.05404,-0.051814,-0.048588,-0.041878,-0.045617,-0.047182
0.66965,-0.070229,-0.067407,-0.063346,-0.061069,-0.05687,-0.054049,-0.051817,-0.048561,-0.041869,-0.045638,-0.047121
0.6697,-0.070232,-0.067395,-0.063355,-0.061066,-0.056879,-0.054043,-0.051814,-0.048548,-0.041854,-0.045635,-0.04706
0.66975,-0.070226,-0.067376,-0.063355,-0.061066,-0.056876,-0.054052,-0.051799,-0.048548,-0.041851,-0.045623,-0.046999
0.6698,-0.07022,-0.06737,-0.06334,-0.06106,-0.056873,-0.054049,-0.051796,-0.048548,-0.041839,-0.045611,-0.046944
0.66985,-0.070235,-0.067376,-0.063325,-0.061084,-0.056879,-0.054043,-0.051817,-0.048561,-0.041817,-0.045602,-0.046898
0.6699,-0.070241,-0.067376,-0.063303,-0.061084,-0.056882,-0.054046,-0.051824,-0.048558,-0.041823,-0.04559,-0.046855
0.66995,-0.070226,-0.067401,-0.063294,-0.061078,-0.056882,-0.054034,-0.05182,-0.048567,-0.04182,-0.045577,-0.046825
0.67,-0.07022,-0.067419,-0.063303,-0.061084,-0.056873,-0.054031,-0.051805,-0.048564,-0.041814,-0.045568,-0.046825
0.67005,-0.070205,-0.067428,-0.063294,-0.061099,-0.056873,-0.054025,-0.051793,-0.048558,-0.041778,-0.045574,-0.046837
0.6701,-0.070208,-0.067428,-0.063288,-0.061109,-0.05687,-0.054016,-0.051781,-0.048558,-0.041723,-0.045559,-0.046837
0.67015,-0.070205,-0.067425,-0.063291,-0.061099,-0.056886,-0.054016,-0.051781,-0.048558,-0.041692,-0.045547,-0.046825
0.6702,-0.070205,-0.067443,-0.063297,-0.061109,-0.056886,-0.054,-0.051787,-0.048573,-0.041674,-0.045525,-0.0468
0.67025,-0.070205,-0.067465,-0.063312,-0.061102,-0.056892,-0.053991,-0.051808,-0.048576,-0.041665,-0.045525,-0.046797
0.6703,-0.070229,-0.067474,-0.063321,-0.061093,-0.056892,-0.054,-0.051824,-0.048585,-0.04165,-0.045535,-0.046791
0.67035,-0.070251,-0.067465,-0.063315,-0.061081,-0.056889,-0.054006,-0.051848,-0.048558,-0.04165,-0.045547,-0.046797
0.6704,-0.070263,-0.06744,-0.063315,-0.061072,-0.056895,-0.053997,-0.05186,-0.048545,-0.041659,-0.045556,-0.046804
0.67045,-0.070254,-0.067407,-0.063312,-0.061084,-0.056889,-0.053991,-0.051866,-0.048524,-0.04165,-0.045556,-0.046779
0.6705,-0.070251,-0.067382,-0.063306,-0.061093,-0.056889,-0.053994,-0.051848,-0.048533,-0.041634,-0.045577,-0.046736
0.67055,-0.070263,-0.067389,-0.063291,-0.061081,-0.056901,-0.054016,-0.051824,-0.048567,-0.041613,-0.045586,-0.046691
0.6706,-0.070275,-0.067401,-0.063285,-0.061057,-0.056901,-0.054037,-0.051799,-0.048573,-0.041598,-0.04558,-0.046651
0.67065,-0.070272,-0.067407,-0.063294,-0.061051,-0.056916,-0.054058,-0.051781,-0.048585,-0.041582,-0.045562,-0.04662
0.6707,-0.070278,-0.067416,-0.063321,-0.061038,-0.056937,-0.054049,-0.051796,-0.048573,-0.041558,-0.045553,-0.046602
0.67075,-0.070272,-0.067416,-0.063337,-0.061032,-0.056953,-0.054043,-0.051802,-0.04853,-0.0415,-0.045556,-0.046593
0.6708,-0.070266,-0.067416,-0.063334,-0.061041,-0.056965,-0.054028,-0.051802,-0.048503,-0.04146,-0.045565,-0.046599
0.67085,-0.070266,-0.067425,-0.063325,-0.061054,-0.056962,-0.054019,-0.051796,-0.0485,-0.041427,-0.045562,-0.046599
0.6709,-0.070244,-0.067437,-0.06334,-0.061054,-0.056962,-0.054028,-0.051811,-0.048496,-0.041405,-0.045541,-0.046581
0.67095,-0.070241,-0.06745,-0.063346,-0.061057,-0.05694,-0.05404,-0.051802,-0.048481,-0.041405,-0.045532,-0.046578
0.671,-0.070254,-0.067453,-0.063355,-0.061054,-0.056913,-0.05404,-0.051799,-0.04846,-0.041418,-0.045532,-0.046556
0.67105,-0.070269,-0.067456,-0.063346,-0.061044,-0.056907,-0.054043,-0.051772,-0.048438,-0.041424,-0.045538,-0.046504
0.6711,-0.070275,-0.067447,-0.063349,-0.061047,-0.056925,-0.054031,-0.051759,-0.048426,-0.041421,-0.045535,-0.046477
0.67115,-0.070287,-0.067422,-0.063355,-0.061051,-0.056937,-0.054025,-0.051753,-0.048426,-0.041424,-0.045541,-0.046465
0.6712,-0.070302,-0.067395,-0.063364,-0.06106,-0.056928,-0.054019,-0.05175,-0.048451,-0.041454,-0.045565,-0.046471
0.67125,-0.070306,-0.067392,-0.063379,-0.061066,-0.056913,-0.054013,-0.051766,-0.048469,-0.041488,-0.04558,-0.046483
0.6713,-0.070296,-0.067407,-0.063389,-0.061066,-0.05691,-0.054019,-0.051775,-0.048487,-0.041558,-0.045596,-0.046465
0.67135,-0.070281,-0.067425,-0.063392,-0.061051,-0.056907,-0.054037,-0.051799,-0.0485,-0.041616,-0.045602,-0.046465
0.6714,-0.070284,-0.06744,-0.063398,-0.061054,-0.056901,-0.054046,-0.051802,-0.048493,-0.04165,-0.045602,-0.046459
0.67145,-0.070299,-0.06745,-0.063386,-0.061051,-0.056898,-0.054049,-0.051802,-0.048493,-0.041665,-0.045605,-0.046456
0.6715,-0.070321,-0.067443,-0.063389,-0.061051,-0.056886,-0.054052,-0.05179,-0.048487,-0.041668,-0.04562,-0.046434
0.67155,-0.070321,-0.067425,-0.063395,-0.061051,-0.056876,-0.054064,-0.051769,-0.048475,-0.041665,-0.045626,-0.046404
0.6716,-0.070327,-0.067419,-0.063398,-0.061066,-0.056889,-0.054058,-0.051759,-0.048463,-0.041656,-0.045617,-0.046355
0.67165,-0.070327,-0.067431,-0.063407,-0.061075,-0.056901,-0.054064,-0.051744,-0.048435,-0.04165,-0.045611,-0.046324
0.6717,-0.070342,-0.067453,-0.063413,-0.061075,-0.056919,-0.054083,-0.051741,-0.04842,-0.041643,-0.045602,-0.046327
0.67175,-0.070345,-0.067462,-0.06341,-0.061057,-0.056922,-0.054086,-0.051741,-0.048408,-0.041625,-0.045611,-0.04634
0.6718,-0.070357,-0.06745,-0.063413,-0.061054,-0.056913,-0.054089,-0.051735,-0.048417,-0.04161,-0.045617,-0.046358
0.67185,-0.070357,-0.067437,-0.063404,-0.061057,-0.056901,-0.054086,-0.05172,-0.048432,-0.041613,-0.045641,-0.046352
0.6719,-0.070333,-0.067434,-0.063419,-0.061057,-0.056901,-0.054086,-0.051705,-0.048475,-0.04165,-0.045641,-0.046343
0.67195,-0.070315,-0.067437,-0.063428,-0.061057,-0.05691,-0.054083,-0.051698,-0.048487,-0.041692,-0.045629,-0.046321
0.672,-0.070306,-0.067413,-0.063419,-0.061054,-0.05694,-0.054095,-0.051705,-0.048475,-0.041741,-0.045629,-0.046318
0.67205,-0.070321,-0.067385,-0.063395,-0.061051,-0.056947,-0.054095,-0.05172,-0.04846,-0.041775,-0.045641,-0.046321
0.6721,-0.070342,-0.06737,-0.063376,-0.061057,-0.05695,-0.054101,-0.05172,-0.048451,-0.04179,-0.045644,-0.046318
0.67215,-0.070345,-0.067364,-0.063379,-0.061051,-0.056937,-0.054101,-0.05172,-0.048445,-0.041778,-0.045632,-0.046306
0.6722,-0.070327,-0.067376,-0.063379,-0.061041,-0.056904,-0.054107,-0.05172,-0.048451,-0.041772,-0.045614,-0.046288
0.67225,-0.070327,-0.067395,-0.063389,-0.061008,-0.056892,-0.054098,-0.051735,-0.048435,-0.041759,-0.045596,-0.046266
0.6723,-0.070336,-0.067398,-0.063383,-0.061011,-0.056889,-0.054092,-0.05172,-0.048435,-0.041765,-0.045614,-0.046245
0.67235,-0.070339,-0.067392,-0.063379,-0.061023,-0.056922,-0.054101,-0.05172,-0.048454,-0.041769,-0.045629,-0.046242
0.6724,-0.070327,-0.067376,-0.063376,-0.061038,-0.056943,-0.054092,-0.051708,-0.048475,-0.041765,-0.045635,-0.046257
0.67245,-0.070327,-0.067376,-0.063376,-0.061044,-0.056956,-0.054089,-0.051692,-0.04849,-0.041735,-0.045641,-0.046269
0.6725,-0.070312,-0.067376,-0.063367,-0.061051,-0.056965,-0.054089,-0.05168,-0.048469,-0.041698,-0.045657,-0.046272
0.67255,-0.070321,-0.067376,-0.063355,-0.061057,-0.05695,-0.054089,-0.051683,-0.048423,-0.041659,-0.045666,-0.046251
0.6726,-0.070315,-0.067376,-0.063355,-0.061051,-0.056947,-0.054089,-0.051683,-0.048393,-0.041643,-0.045684,-0.046233
0.67265,-0.070327,-0.067389,-0.063352,-0.061035,-0.056925,-0.054098,-0.051671,-0.048384,-0.041628,-0.04569,-0.046221
0.6727,-0.070336,-0.067404,-0.063352,-0.061014,-0.05691,-0.054089,-0.051662,-0.04838,-0.041604,-0.04569,-0.046205
0.67275,-0.070333,-0.067407,-0.063358,-0.060999,-0.056898,-0.054083,-0.051659,-0.048377,-0.041582,-0.045675,-0.046184
0.6728,-0.070324,-0.067392,-0.063361,-0.060986,-0.056889,-0.054089,-0.051671,-0.048368,-0.041579,-0.045644,-0.046166
0.67285,-0.070318,-0.067395,-0.063364,-0.060993,-0.056892,-0.054098,-0.051683,-0.048377,-0.041579,-0.045617,-0.046157
0.6729,-0.070318,-0.067395,-0.063376,-0.06098,-0.056876,-0.054089,-0.051683,-0.048368,-0.041582,-0.045596,-0.046147
0.67295,-0.070302,-0.067389,-0.063361,-0.060962,-0.056876,-0.05408,-0.051671,-0.048359,-0.041582,-0.045583,-0.046144
0.673,-0.070296,-0.067385,-0.063373,-0.060935,-0.056876,-0.054061,-0.051659,-0.048332,-0.041573,-0.04558,-0.046157
0.67305,-0.070302,-0.067392,-0.063376,-0.060935,-0.056886,-0.054049,-0.051653,-0.048319,-0.041561,-0.045596,-0.046172
0.6731,-0.070306,-0.067407,-0.063376,-0.060944,-0.056892,-0.054037,-0.05165,-0.048301,-0.041549,-0.045596,-0.046187
0.67315,-0.070302,-0.067401,-0.063389,-0.060974,-0.056886,-0.054031,-0.051637,-0.04828,-0.041543,-0.045605,-0.04619
0.6732,-0.070299,-0.067389,-0.063392,-0.060996,-0.056876,-0.054049,-0.051647,-0.048265,-0.041531,-0.045605,-0.046169
0.67325,-0.070302,-0.06737,-0.063379,-0.060996,-0.056879,-0.054067,-0.051656,-0.048258,-0.041503,-0.045593,-0.046144
0.6733,-0.070318,-0.067355,-0.063346,-0.060974,-0.056895,-0.054095,-0.051653,-0.048271,-0.04146,-0.04558,-0.046138
0.67335,-0.070336,-0.067346,-0.063325,-0.060962,-0.056901,-0.054086,-0.051662,-0.048277,-0.041424,-0.045556,-0.046144
0.6734,-0.070339,-0.067361,-0.063306,-0.06095,-0.056879,-0.054058,-0.051671,-0.048271,-0.041396,-0.045528,-0.046138
0.67345,-0.070345,-0.067358,-0.063306,-0.060965,-0.056858,-0.054043,-0.05168,-0.048268,-0.041357,-0.045519,-0.046123
0.6735,-0.070339,-0.067349,-0.063315,-0.060983,-0.056861,-0.054034,-0.051692,-0.048261,-0.041296,-0.045525,-0.046095
0.67355,-0.070339,-0.067358,-0.063325,-0.060977,-0.056855,-0.054055,-0.051714,-0.048249,-0.041238,-0.045553,-0.046083
0.6736,-0.070348,-0.067364,-0.063321,-0.060983,-0.056858,-0.05408,-0.051714,-0.048237,-0.041195,-0.045574,-0.046071
0.67365,-0.070357,-0.067367,-0.063318,-0.061002,-0.056837,-0.054086,-0.051708,-0.048246,-0.041161,-0.045593,-0.046071
0.6737,-0.070367,-0.06737,-0.063325,-0.061035,-0.056846,-0.054104,-0.051708,-0.048261,-0.04114,-0.045596,-0.046065
0.67375,-0.07037,-0.067358,-0.063346,-0.061051,-0.056855,-0.054104,-0.051714,-0.048268,-0.041115,-0.045596,-0.04605
0.6738,-0.07037,-0.067355,-0.063358,-0.061047,-0.056861,-0.054089,-0.051714,-0.04828,-0.041094,-0.045586,-0.046041
0.67385,-0.070348,-0.067361,-0.063373,-0.061014,-0.056861,-0.054074,-0.051708,-0.048277,-0.041073,-0.045568,-0.046047
0.6739,-0.070318,-0.067346,-0.063389,-0.060986,-0.056855,-0.054064,-0.051701,-0.048243,-0.041045,-0.045565,-0.046062
0.67395,-0.070302,-0.067334,-0.063383,-0.060971,-0.056852,-0.054067,-0.051689,-0.048231,-0.04099,-0.045568,-0.046074
0.674,-0.070302,-0.06734,-0.063373,-0.060986,-0.056852,-0.054067,-0.051683,-0.048219,-0.040911,-0.045577,-0.046099
0.67405,-0.070306,-0.067355,-0.063364,-0.061002,-0.056852,-0.054061,-0.051683,-0.048216,-0.040847,-0.045583,-0.046117
0.6741,-0.070302,-0.06737,-0.063352,-0.061008,-0.056855,-0.054067,-0.051689,-0.048216,-0.040789,-0.045559,-0.046102
0.67415,-0.07029,-0.067376,-0.063349,-0.060996,-0.056855,-0.054092,-0.051698,-0.048207,-0.040755,-0.045541,-0.046074
0.6742,-0.070269,-0.067398,-0.06334,-0.060989,-0.056867,-0.05411,-0.051714,-0.048191,-0.040707,-0.045532,-0.046053
0.67425,-0.070263,-0.06741,-0.063318,-0.060977,-0.056876,-0.054113,-0.05172,-0.048191,-0.040667,-0.045516,-0.046047
0.6743,-0.070254,-0.067425,-0.063318,-0.060989,-0.056886,-0.054116,-0.05172,-0.04821,-0.040597,-0.045522,-0.04605
0.67435,-0.07026,-0.067437,-0.063309,-0.061026,-0.056886,-0.054104,-0.05172,-0.048216,-0.040526,-0.045513,-0.04605
0.6744,-0.070278,-0.06745,-0.063328,-0.061044,-0.056892,-0.054086,-0.05172,-0.048203,-0.040441,-0.045516,-0.046074
0.67445,-0.07029,-0.067447,-0.063334,-0.061044,-0.056898,-0.054067,-0.051747,-0.048203,-0.040343,-0.045532,-0.04608
0.6745,-0.070281,-0.06745,-0.063346,-0.061026,-0.056898,-0.054043,-0.051766,-0.048203,-0.040243,-0.045538,-0.046089
0.67455,-0.070266,-0.067456,-0.063352,-0.061014,-0.056898,-0.054019,-0.051778,-0.048213,-0.040114,-0.045544,-0.046083
0.6746,-0.070272,-0.067468,-0.063355,-0.061011,-0.056898,-0.054,-0.051775,-0.048231,-0.039959,-0.045541,-0.046059
0.67465,-0.070284,-0.067468,-0.063361,-0.061005,-0.056898,-0.054,-0.051756,-0.048222,-0.039794,-0.045532,-0.046025
0.6747,-0.070296,-0.067462,-0.063364,-0.061005,-0.056907,-0.054009,-0.051747,-0.048231,-0.039571,-0.045525,-0.046025
0.67475,-0.070296,-0.067431,-0.063355,-0.061002,-0.056919,-0.054006,-0.051747,-0.048246,-0.039159,-0.045535,-0.046041
0.6748,-0.070302,-0.067404,-0.063343,-0.061002,-0.056925,-0.054003,-0.051766,-0.04824,-0.038033,-0.045541,-0.046062
0.67485,-0.070302,-0.067376,-0.063346,-0.061014,-0.056931,-0.053994,-0.051753,-0.048222,-0.035198,-0.045562,-0.046092
0.6749,-0.070306,-0.067376,-0.063355,-0.061035,-0.056928,-0.053985,-0.05172,-0.04821,-0.029995,-0.045556,-0.046086
0.67495,-0.070306,-0.067395,-0.063386,-0.061047,-0.056928,-0.053982,-0.051708,-0.048213,-0.0222,-0.045532,-0.046068
0.675,-0.070321,-0.067422,-0.063395,-0.061044,-0.056919,-0.053979,-0.051717,-0.048216,-0.011506,-0.045498,-0.046059
0.67505,-0.070327,-0.067431,-0.063392,-0.061029,-0.05691,-0.05397,-0.05172,-0.048228,0.0015281,-0.045452,-0.046068
0.6751,-0.070327,-0.067431,-0.063401,-0.06102,-0.05691,-0.053976,-0.051708,-0.048231,0.014749,-0.045446,-0.046068
0.67515,-0.070333,-0.067453,-0.063419,-0.061029,-0.056919,-0.053988,-0.051677,-0.048246,0.025796,-0.045449,-0.046053
0.6752,-0.070324,-0.06744,-0.063425,-0.061038,-0.056928,-0.053997,-0.05165,-0.048231,0.033484,-0.045474,-0.046044
0.67525,-0.070321,-0.067431,-0.063416,-0.061044,-0.056928,-0.054019,-0.051656,-0.048222,0.0379,-0.045486,-0.046031
0.6753,-0.070309,-0.067422,-0.063386,-0.061038,-0.056919,-0.054025,-0.05165,-0.048182,0.03978,-0.045483,-0.046038
0.67535,-0.070302,-0.067392,-0.063373,-0.061026,-0.056904,-0.054034,-0.051628,-0.048139,0.039933,-0.045471,-0.04605
0.6754,-0.070302,-0.067367,-0.063367,-0.061011,-0.056882,-0.054016,-0.051598,-0.048112,0.038968,-0.045449,-0.046041
0.67545,-0.070302,-0.067355,-0.063386,-0.061017,-0.056882,-0.053997,-0.051573,-0.048084,0.037308,-0.045431,-0.046025
0.6755,-0.070318,-0.067364,-0.06341,-0.061038,-0.056892,-0.053988,-0.05157,-0.048072,0.035117,-0.045416,-0.04601
0.67555,-0.070333,-0.06737,-0.063422,-0.061041,-0.056904,-0.053985,-0.051592,-0.048066,0.032504,-0.045413,-0.046007
0.6756,-0.070348,-0.06737,-0.063434,-0.061038,-0.056919,-0.053982,-0.051607,-0.048072,0.029556,-0.045422,-0.045998
0.67565,-0.070345,-0.067361,-0.063437,-0.061047,-0.056907,-0.053988,-0.051622,-0.048069,0.026321,-0.045437,-0.045995
0.6757,-0.070336,-0.067364,-0.063428,-0.061041,-0.056907,-0.053988,-0.051622,-0.048072,0.022803,-0.045443,-0.046004
0.67575,-0.07033,-0.067364,-0.063416,-0.061023,-0.056904,-0.053988,-0.051622,-0.048072,0.01903,-0.045434,-0.046016
0.6758,-0.070321,-0.06737,-0.063389,-0.061032,-0.056901,-0.053988,-0.051628,-0.048042,0.015051,-0.045428,-0.046044
0.67585,-0.070336,-0.067355,-0.063376,-0.06106,-0.05691,-0.053994,-0.051622,-0.048026,0.010946,-0.045422,-0.046047
0.6759,-0.070351,-0.067355,-0.063358,-0.061081,-0.05691,-0.054,-0.051616,-0.048002,0.0067895,-0.045416,-0.046059
0.67595,-0.070357,-0.067352,-0.063361,-0.061075,-0.056898,-0.053997,-0.051604,-0.047987,0.002645,-0.045416,-0.046056
0.676,-0.070364,-0.067343,-0.06337,-0.061078,-0.056873,-0.053988,-0.051604,-0.047968,-0.0013834,-0.045437,-0.046059
0.67605,-0.070376,-0.067346,-0.063383,-0.061072,-0.056858,-0.053988,-0.051601,-0.047947,-0.0052013,-0.045455,-0.046071
0.6761,-0.070385,-0.067361,-0.063395,-0.061051,-0.056879,-0.053979,-0.051598,-0.047941,-0.0087872,-0.045464,-0.046074
0.67615,-0.070376,-0.067376,-0.063392,-0.061023,-0.056901,-0.05397,-0.051604,-0.047944,-0.012156,-0.045461,-0.046056
0.6762,-0.070367,-0.067376,-0.063392,-0.061002,-0.05691,-0.053988,-0.051589,-0.047944,-0.015388,-0.045452,-0.046059
0.67625,-0.07037,-0.067385,-0.063404,-0.061002,-0.05691,-0.053997,-0.051579,-0.047935,-0.018498,-0.045467,-0.046074
0.6763,-0.070357,-0.067376,-0.063404,-0.061029,-0.056916,-0.054,-0.051573,-0.04792,-0.021483,-0.045467,-0.046092
0.67635,-0.07036,-0.067389,-0.063404,-0.061051,-0.056916,-0.054013,-0.051564,-0.047907,-0.024336,-0.045464,-0.046099
0.6764,-0.070364,-0.067398,-0.063404,-0.061051,-0.05691,-0.054019,-0.051546,-0.047898,-0.027065,-0.045467,-0.046108
0.67645,-0.07037,-0.067389,-0.063416,-0.06106,-0.056916,-0.054043,-0.051534,-0.047889,-0.029656,-0.045458,-0.046111
0.6765,-0.070373,-0.067376,-0.06345,-0.061063,-0.056907,-0.054055,-0.051524,-0.047892,-0.032128,-0.045461,-0.046123
0.67655,-0.070379,-0.067364,-0.063468,-0.06106,-0.056879,-0.054046,-0.051531,-0.04792,-0.034429,-0.045458,-0.04615
0.6766,-0.070373,-0.067352,-0.063471,-0.061072,-0.056852,-0.054028,-0.051537,-0.047929,-0.036587,-0.045464,-0.046178
