time,neg60pA,neg30pA,0pA,30pA,60pA,90pA,120pA,150pA,180pA,210pA,240pA
0.86445,-0.069747,-0.06719,-0.064463,-0.060498,-0.056989,-0.053573,-0.05023,-0.050541,-0.043346,-0.046276,-0.045259
0.8645,-0.069717,-0.06719,-0.064457,-0.060489,-0.056998,-0.053594,-0.050237,-0.050541,-0.04334,-0.046298,-0.045259
0.86455,-0.069723,-0.067205,-0.064448,-0.060471,-0.05702,-0.053604,-0.050249,-0.050544,-0.043343,-0.046331,-0.045262
0.8646,-0.069744,-0.06723,-0.064442,-0.060474,-0.057026,-0.053597,-0.050243,-0.050547,-0.043343,-0.04634,-0.04525
0.86465,-0.069765,-0.067239,-0.064435,-0.060483,-0.057047,-0.053579,-0.050221,-0.050547,-0.043331,-0.046325,-0.045232
0.8647,-0.069778,-0.067233,-0.064429,-0.06048,-0.057066,-0.053573,-0.050212,-0.050547,-0.043328,-0.046285,-0.045241
0.86475,-0.069768,-0.06723,-0.064438,-0.060477,-0.057059,-0.053561,-0.050206,-0.050547,-0.043343,-0.046282,-0.045244
0.8648,-0.069759,-0.067227,-0.064445,-0.060486,-0.057026,-0.053549,-0.050206,-0.05052,-0.043346,-0.046273,-0.045253
0.86485,-0.069759,-0.067224,-0.06446,-0.060507,-0.057008,-0.053558,-0.050212,-0.050477,-0.043356,-0.046264,-0.045256
0.8649,-0.069765,-0.067221,-0.064466,-0.060526,-0.057001,-0.053579,-0.050221,-0.05045,-0.043359,-0.046279,-0.045268
0.86495,-0.069771,-0.067187,-0.06446,-0.060529,-0.056986,-0.053601,-0.050215,-0.050428,-0.043359,-0.046288,-0.045268
0.865,-0.069765,-0.067166,-0.064445,-0.060516,-0.056983,-0.053607,-0.050224,-0.050419,-0.043346,-0.046279,-0.045268
0.86505,-0.069741,-0.067157,-0.064435,-0.060507,-0.056977,-0.05361,-0.050209,-0.05041,-0.043343,-0.046258,-0.045259
0.8651,-0.069732,-0.067175,-0.064417,-0.060501,-0.056995,-0.053591,-0.0502,-0.050407,-0.04334,-0.046227,-0.045259
0.86515,-0.06975,-0.067199,-0.064399,-0.060498,-0.056995,-0.053558,-0.050182,-0.050367,-0.043322,-0.046206,-0.045265
0.8652,-0.069765,-0.067224,-0.064393,-0.060501,-0.056989,-0.05353,-0.050166,-0.050328,-0.043288,-0.046191,-0.045287
0.86525,-0.069765,-0.067218,-0.064399,-0.060507,-0.056974,-0.053521,-0.050166,-0.0503,-0.043249,-0.046215,-0.045293
0.8653,-0.069747,-0.067224,-0.06439,-0.060495,-0.056968,-0.05353,-0.050176,-0.050297,-0.043212,-0.04623,-0.045293
0.86535,-0.069729,-0.067221,-0.06439,-0.060486,-0.056971,-0.053549,-0.050182,-0.050318,-0.0432,-0.046233,-0.04529
0.8654,-0.069726,-0.06723,-0.064399,-0.060471,-0.056998,-0.053549,-0.050188,-0.050331,-0.043197,-0.046255,-0.045268
0.86545,-0.069738,-0.067227,-0.064408,-0.060458,-0.05702,-0.053543,-0.050176,-0.050331,-0.043203,-0.046264,-0.045244
0.8655,-0.069741,-0.067218,-0.064429,-0.060446,-0.057038,-0.05353,-0.050172,-0.050328,-0.043212,-0.046258,-0.045238
0.86555,-0.069735,-0.067181,-0.064438,-0.060455,-0.057047,-0.05353,-0.050172,-0.050337,-0.043227,-0.046255,-0.04521
0.8656,-0.069713,-0.067181,-0.064426,-0.060471,-0.05705,-0.053558,-0.050157,-0.050358,-0.043212,-0.046255,-0.045204
0.86565,-0.069717,-0.067199,-0.064423,-0.060465,-0.057056,-0.053564,-0.05013,-0.050367,-0.043212,-0.046273,-0.045198
0.8657,-0.069717,-0.067221,-0.064414,-0.060449,-0.057063,-0.053564,-0.050127,-0.050379,-0.043203,-0.046267,-0.045183
0.86575,-0.069717,-0.067239,-0.064405,-0.06044,-0.057069,-0.053543,-0.050142,-0.050404,-0.043191,-0.046252,-0.045168
0.8658,-0.069698,-0.067254,-0.064411,-0.060428,-0.057059,-0.053533,-0.050163,-0.050395,-0.043182,-0.04623,-0.045174
0.86585,-0.069689,-0.067251,-0.06442,-0.060449,-0.057053,-0.053524,-0.050169,-0.050386,-0.043175,-0.046218,-0.045201
0.8659,-0.069701,-0.067257,-0.064423,-0.060468,-0.057069,-0.05353,-0.050157,-0.050355,-0.043188,-0.046209,-0.045217
0.86595,-0.069701,-0.067254,-0.064414,-0.060477,-0.057078,-0.053552,-0.050154,-0.050334,-0.043203,-0.046197,-0.04521
0.866,-0.06972,-0.067254,-0.064393,-0.060465,-0.057078,-0.053573,-0.050154,-0.050325,-0.043212,-0.046194,-0.045214
0.86605,-0.069717,-0.067257,-0.064393,-0.060471,-0.057075,-0.053579,-0.050151,-0.050303,-0.043224,-0.046209,-0.045226
0.8661,-0.06971,-0.067239,-0.064414,-0.060468,-0.057075,-0.053594,-0.05013,-0.050285,-0.043212,-0.046218,-0.04525
0.86615,-0.069683,-0.06723,-0.064435,-0.060468,-0.057066,-0.053601,-0.050124,-0.050282,-0.043185,-0.04623,-0.045275
0.8662,-0.069683,-0.06723,-0.064438,-0.060446,-0.057047,-0.05361,-0.050115,-0.050257,-0.04313,-0.046227,-0.045284
0.86625,-0.069701,-0.067221,-0.064438,-0.06044,-0.057066,-0.053619,-0.050108,-0.050248,-0.043084,-0.046233,-0.045284
0.8663,-0.069717,-0.067205,-0.064423,-0.060419,-0.057084,-0.053607,-0.050108,-0.050248,-0.043063,-0.046224,-0.045275
0.86635,-0.069729,-0.06719,-0.064426,-0.060407,-0.057084,-0.053604,-0.050108,-0.050248,-0.043066,-0.04623,-0.045262
0.8664,-0.069717,-0.067196,-0.064423,-0.060404,-0.057081,-0.053604,-0.050133,-0.05026,-0.043081,-0.04624,-0.045259
0.86645,-0.069717,-0.067205,-0.064417,-0.060422,-0.057081,-0.053594,-0.050148,-0.050263,-0.043099,-0.046255,-0.045262
0.8665,-0.069707,-0.067218,-0.064417,-0.06044,-0.057093,-0.053573,-0.050124,-0.050257,-0.043105,-0.046261,-0.045256
0.86655,-0.06971,-0.067205,-0.064399,-0.060452,-0.057093,-0.053555,-0.050099,-0.050263,-0.043096,-0.046264,-0.045244
0.8666,-0.069701,-0.067199,-0.064387,-0.060446,-0.057081,-0.053543,-0.050078,-0.050257,-0.043066,-0.046261,-0.045241
0.86665,-0.069692,-0.067205,-0.064402,-0.060446,-0.057081,-0.053555,-0.050081,-0.050254,-0.043047,-0.046249,-0.045244
0.8667,-0.069686,-0.067215,-0.064408,-0.060443,-0.057087,-0.053579,-0.050099,-0.050267,-0.043026,-0.04624,-0.045265
0.86675,-0.06968,-0.067233,-0.064411,-0.060446,-0.05709,-0.053591,-0.050115,-0.050282,-0.043005,-0.046255,-0.045287
0.8668,-0.06968,-0.067236,-0.064417,-0.060465,-0.057096,-0.053573,-0.050127,-0.050297,-0.042986,-0.046261,-0.045268
0.86685,-0.069695,-0.067239,-0.064432,-0.060465,-0.05709,-0.053546,-0.050133,-0.050297,-0.04298,-0.046279,-0.045244
0.8669,-0.069713,-0.067227,-0.064423,-0.060455,-0.057081,-0.053527,-0.050121,-0.050294,-0.042974,-0.046282,-0.045217
0.86695,-0.069717,-0.067224,-0.064405,-0.060419,-0.057066,-0.05353,-0.050142,-0.050282,-0.042977,-0.046279,-0.045204
0.867,-0.06972,-0.067242,-0.064384,-0.060391,-0.057072,-0.053543,-0.050133,-0.050282,-0.042968,-0.046282,-0.04521
0.86705,-0.069735,-0.067233,-0.064393,-0.060382,-0.057081,-0.053561,-0.050121,-0.050288,-0.042956,-0.046282,-0.045195
0.8671,-0.069735,-0.067236,-0.064399,-0.060379,-0.057096,-0.05354,-0.050139,-0.050282,-0.042962,-0.046264,-0.04521
0.86715,-0.069735,-0.067242,-0.064411,-0.060388,-0.05709,-0.05354,-0.050157,-0.050267,-0.042937,-0.046243,-0.04522
0.8672,-0.069735,-0.067236,-0.064417,-0.0604,-0.057081,-0.053536,-0.050179,-0.050248,-0.042925,-0.04623,-0.045232
0.86725,-0.069723,-0.06723,-0.064402,-0.060404,-0.057059,-0.053546,-0.050176,-0.050254,-0.042913,-0.04623,-0.045244
0.8673,-0.069713,-0.067218,-0.064387,-0.060416,-0.05705,-0.053555,-0.050188,-0.050254,-0.042907,-0.046224,-0.045265
0.86735,-0.069692,-0.067224,-0.064374,-0.060419,-0.057056,-0.053555,-0.0502,-0.050257,-0.042907,-0.046243,-0.045262
0.8674,-0.069686,-0.067205,-0.06438,-0.060431,-0.057066,-0.05354,-0.050206,-0.050245,-0.042907,-0.046273,-0.045256
0.86745,-0.069677,-0.067193,-0.064396,-0.06044,-0.057072,-0.05353,-0.050224,-0.050233,-0.042901,-0.046279,-0.045238
0.8675,-0.069668,-0.067187,-0.064414,-0.060443,-0.057078,-0.05353,-0.050243,-0.050242,-0.042901,-0.046295,-0.045217
0.86755,-0.069674,-0.067193,-0.064423,-0.060449,-0.057072,-0.053543,-0.050255,-0.050254,-0.042895,-0.046291,-0.045204
0.8676,-0.069686,-0.067218,-0.064423,-0.060443,-0.057059,-0.053546,-0.050255,-0.050282,-0.042882,-0.046276,-0.045198
0.86765,-0.069686,-0.06723,-0.064423,-0.060465,-0.057059,-0.05354,-0.050264,-0.0503,-0.042873,-0.046282,-0.045214
0.8677,-0.069677,-0.067218,-0.06442,-0.060465,-0.057066,-0.053527,-0.050285,-0.050328,-0.042876,-0.046291,-0.045217
0.86775,-0.069668,-0.067205,-0.064411,-0.060468,-0.057059,-0.053503,-0.050295,-0.050343,-0.042898,-0.046304,-0.04522
0.8678,-0.069665,-0.067172,-0.064405,-0.060462,-0.057053,-0.053506,-0.050304,-0.050343,-0.042904,-0.046313,-0.045229
0.86785,-0.069659,-0.067163,-0.064414,-0.06044,-0.057041,-0.053518,-0.050313,-0.050331,-0.042889,-0.046307,-0.045238
0.8679,-0.069655,-0.067166,-0.064426,-0.060419,-0.057044,-0.05353,-0.050322,-0.050321,-0.042889,-0.046325,-0.045238
0.86795,-0.069665,-0.06719,-0.064429,-0.060397,-0.057044,-0.05353,-0.050301,-0.050309,-0.042889,-0.046331,-0.045226
0.868,-0.069674,-0.067196,-0.064423,-0.060376,-0.057047,-0.053536,-0.050279,-0.050282,-0.042898,-0.04634,-0.045207
0.86805,-0.069689,-0.067205,-0.064417,-0.060382,-0.057035,-0.053536,-0.05027,-0.050282,-0.04291,-0.046337,-0.04518
0.8681,-0.069701,-0.067196,-0.064432,-0.060416,-0.057008,-0.05354,-0.050267,-0.050285,-0.042916,-0.046322,-0.045165
0.86815,-0.06968,-0.067187,-0.064448,-0.060458,-0.057008,-0.05354,-0.050261,-0.050297,-0.042947,-0.046319,-0.045159
0.8682,-0.069668,-0.067181,-0.064457,-0.060465,-0.057005,-0.053555,-0.050264,-0.050315,-0.042965,-0.046328,-0.045168
0.86825,-0.069668,-0.06719,-0.064457,-0.060462,-0.057017,-0.053576,-0.050267,-0.050309,-0.04298,-0.046349,-0.045174
0.8683,-0.069659,-0.067193,-0.064435,-0.060428,-0.057032,-0.053582,-0.050264,-0.050318,-0.042983,-0.046374,-0.045183
0.86835,-0.069649,-0.067184,-0.064429,-0.0604,-0.057047,-0.053579,-0.050279,-0.050318,-0.042989,-0.046401,-0.045177
0.8684,-0.069659,-0.067187,-0.064417,-0.060388,-0.05705,-0.05357,-0.050292,-0.0503,-0.042962,-0.04642,-0.04518
0.86845,-0.069674,-0.067187,-0.064414,-0.0604,-0.057059,-0.053561,-0.050307,-0.0503,-0.042953,-0.046426,-0.045192
0.8685,-0.069686,-0.067193,-0.064417,-0.060416,-0.05705,-0.053546,-0.050313,-0.050291,-0.042944,-0.046432,-0.045195
0.86855,-0.069704,-0.067196,-0.064429,-0.06044,-0.05705,-0.053543,-0.050331,-0.050294,-0.04294,-0.046426,-0.045195
0.8686,-0.069704,-0.067205,-0.064442,-0.060449,-0.057047,-0.05357,-0.050349,-0.050291,-0.042913,-0.046438,-0.045195
0.86865,-0.069704,-0.067208,-0.064435,-0.060465,-0.057044,-0.053588,-0.050377,-0.050282,-0.042861,-0.046423,-0.045201
0.8687,-0.069704,-0.06719,-0.064423,-0.060458,-0.057038,-0.053597,-0.050374,-0.050285,-0.042821,-0.046398,-0.045207
0.86875,-0.06971,-0.067178,-0.064411,-0.060434,-0.057047,-0.053582,-0.050359,-0.050294,-0.042821,-0.046389,-0.045214
0.8688,-0.069726,-0.067169,-0.064405,-0.060425,-0.05705,-0.053585,-0.050337,-0.050315,-0.04284,-0.046401,-0.045207
0.86885,-0.069738,-0.067166,-0.064423,-0.060422,-0.057047,-0.053579,-0.050313,-0.050318,-0.042855,-0.046426,-0.045232
0.8689,-0.069726,-0.067175,-0.064438,-0.060431,-0.057047,-0.053585,-0.050316,-0.050325,-0.042861,-0.04645,-0.045247
0.86895,-0.06971,-0.06716,-0.064435,-0.060428,-0.057035,-0.053591,-0.050322,-0.050331,-0.042846,-0.046447,-0.045244
0.869,-0.069704,-0.06716,-0.064442,-0.060416,-0.057038,-0.053576,-0.05034,-0.050328,-0.04284,-0.046438,-0.045235
0.86905,-0.069698,-0.067178,-0.064448,-0.060416,-0.057044,-0.053573,-0.050353,-0.050318,-0.042843,-0.046432,-0.045226
0.8691,-0.069692,-0.067172,-0.064438,-0.060416,-0.057047,-0.053573,-0.050359,-0.050303,-0.042852,-0.046414,-0.045214
0.86915,-0.069689,-0.067178,-0.064442,-0.060422,-0.057059,-0.053567,-0.050353,-0.050288,-0.04287,-0.046392,-0.045238
0.8692,-0.06968,-0.067175,-0.064435,-0.060443,-0.057059,-0.053561,-0.050353,-0.050282,-0.042901,-0.046377,-0.045247
0.86925,-0.069686,-0.067178,-0.064435,-0.060455,-0.057041,-0.053561,-0.050353,-0.050291,-0.042931,-0.046374,-0.045265
0.8693,-0.069707,-0.067181,-0.064426,-0.060465,-0.057017,-0.053558,-0.050365,-0.050312,-0.042937,-0.046377,-0.045262
0.86935,-0.069726,-0.067175,-0.064429,-0.060458,-0.056998,-0.053561,-0.050368,-0.050328,-0.042919,-0.046392,-0.045262
0.8694,-0.069735,-0.067163,-0.064451,-0.060483,-0.056998,-0.053524,-0.050365,-0.05034,-0.042907,-0.046429,-0.045256
0.86945,-0.069747,-0.067151,-0.06446,-0.060492,-0.057001,-0.053512,-0.050368,-0.050346,-0.042898,-0.046438,-0.045262
0.8695,-0.069735,-0.067157,-0.06446,-0.060486,-0.057008,-0.053515,-0.050368,-0.050334,-0.042901,-0.046426,-0.045265
0.86955,-0.069698,-0.06716,-0.064451,-0.060492,-0.057008,-0.053527,-0.050365,-0.050318,-0.042913,-0.046404,-0.045244
0.8696,-0.069665,-0.067172,-0.064432,-0.060489,-0.057011,-0.05354,-0.050353,-0.050328,-0.042925,-0.046389,-0.045229
0.86965,-0.069659,-0.067166,-0.064426,-0.060486,-0.056998,-0.053527,-0.050353,-0.050355,-0.042919,-0.046386,-0.045192
0.8697,-0.069668,-0.067157,-0.064426,-0.060501,-0.056986,-0.053527,-0.050359,-0.050392,-0.042916,-0.046392,-0.045171
0.86975,-0.069674,-0.067154,-0.064429,-0.060495,-0.056971,-0.05353,-0.050359,-0.050389,-0.042904,-0.046414,-0.045171
0.8698,-0.069671,-0.067175,-0.064442,-0.060474,-0.056965,-0.05354,-0.050349,-0.050398,-0.042895,-0.046423,-0.045174
0.86985,-0.06968,-0.067187,-0.064463,-0.060443,-0.056974,-0.053555,-0.050343,-0.050389,-0.042876,-0.046426,-0.045152
0.8699,-0.06968,-0.067205,-0.064463,-0.060428,-0.05698,-0.05357,-0.050328,-0.050373,-0.042861,-0.046432,-0.045128
0.86995,-0.069698,-0.067221,-0.064454,-0.060428,-0.056989,-0.053576,-0.050337,-0.050361,-0.042843,-0.046429,-0.045107
0.87,-0.069698,-0.067212,-0.064463,-0.06044,-0.056983,-0.053579,-0.050322,-0.050355,-0.042818,-0.046426,-0.045107
0.87005,-0.069701,-0.067202,-0.064472,-0.060437,-0.056986,-0.053576,-0.05031,-0.050367,-0.042779,-0.046426,-0.045119
0.8701,-0.069698,-0.067193,-0.064472,-0.060422,-0.056995,-0.053564,-0.05031,-0.050398,-0.042767,-0.046432,-0.045122
0.87015,-0.069701,-0.067187,-0.064475,-0.060416,-0.056983,-0.053552,-0.050325,-0.050422,-0.042754,-0.046444,-0.045104
0.8702,-0.069701,-0.06719,-0.064466,-0.060431,-0.056974,-0.05353,-0.05034,-0.050428,-0.042754,-0.046459,-0.045088
0.87025,-0.06972,-0.067212,-0.064469,-0.06044,-0.05698,-0.053527,-0.050343,-0.050428,-0.042763,-0.046468,-0.045067
0.8703,-0.069735,-0.067224,-0.064475,-0.060455,-0.056983,-0.053533,-0.050353,-0.05041,-0.042779,-0.046441,-0.045067
0.87035,-0.069753,-0.067227,-0.064478,-0.060452,-0.056983,-0.053546,-0.050362,-0.050395,-0.042791,-0.046426,-0.04507
0.8704,-0.069753,-0.067218,-0.064484,-0.060449,-0.056989,-0.053549,-0.050368,-0.050379,-0.042773,-0.046426,-0.04507
0.87045,-0.069747,-0.067218,-0.064475,-0.060449,-0.056989,-0.053552,-0.050383,-0.050367,-0.042757,-0.046444,-0.045043
0.8705,-0.069732,-0.067202,-0.064472,-0.06044,-0.056992,-0.053564,-0.050389,-0.050364,-0.042736,-0.046444,-0.045012
0.87055,-0.069726,-0.067169,-0.064463,-0.060434,-0.056998,-0.053555,-0.050383,-0.050379,-0.042724,-0.046426,-0.044994
0.8706,-0.069717,-0.067154,-0.064466,-0.06044,-0.056992,-0.05354,-0.050356,-0.050383,-0.042718,-0.046398,-0.044972
0.87065,-0.069713,-0.067157,-0.064478,-0.060446,-0.056989,-0.05353,-0.050337,-0.050395,-0.04273,-0.046377,-0.044954
0.8707,-0.069717,-0.067169,-0.064481,-0.060449,-0.056983,-0.053515,-0.050343,-0.050401,-0.042742,-0.046386,-0.044939
0.87075,-0.069726,-0.067181,-0.064478,-0.060443,-0.05698,-0.053497,-0.050359,-0.050389,-0.042748,-0.046395,-0.044945
0.8708,-0.069729,-0.067205,-0.064484,-0.060416,-0.056983,-0.053491,-0.050374,-0.050376,-0.04276,-0.046401,-0.044945
0.87085,-0.069729,-0.067199,-0.064481,-0.060397,-0.056995,-0.053512,-0.050386,-0.050361,-0.04277,-0.046404,-0.04496
0.8709,-0.069726,-0.067181,-0.064484,-0.060388,-0.057001,-0.053552,-0.050365,-0.050379,-0.042782,-0.046407,-0.04496
0.87095,-0.069732,-0.067175,-0.064496,-0.060394,-0.057005,-0.053597,-0.050346,-0.050407,-0.042779,-0.046426,-0.044972
0.871,-0.06972,-0.067169,-0.064503,-0.060397,-0.056992,-0.053616,-0.050328,-0.050413,-0.042773,-0.04645,-0.044985
0.87105,-0.069738,-0.067175,-0.064521,-0.060404,-0.056992,-0.053622,-0.050307,-0.05041,-0.042773,-0.046462,-0.044975
0.8711,-0.069753,-0.067181,-0.06453,-0.060397,-0.056992,-0.053607,-0.050295,-0.050407,-0.042782,-0.046472,-0.044957
0.87115,-0.069759,-0.067181,-0.064536,-0.06041,-0.056989,-0.053579,-0.050295,-0.050419,-0.042767,-0.046484,-0.044948
0.8712,-0.069756,-0.067202,-0.064536,-0.060419,-0.056998,-0.05357,-0.050304,-0.050453,-0.042754,-0.046484,-0.04493
0.87125,-0.069741,-0.06723,-0.064536,-0.060413,-0.057026,-0.053561,-0.050325,-0.050471,-0.042748,-0.04649,-0.044911
0.8713,-0.06972,-0.06723,-0.064527,-0.0604,-0.057029,-0.053543,-0.050328,-0.050477,-0.042742,-0.046475,-0.044921
0.87135,-0.069717,-0.067205,-0.06453,-0.060397,-0.057008,-0.053543,-0.050346,-0.050489,-0.04273,-0.046472,-0.044936
0.8714,-0.069723,-0.067196,-0.064533,-0.060404,-0.056995,-0.053549,-0.050349,-0.050498,-0.04273,-0.046465,-0.04493
0.87145,-0.06975,-0.067169,-0.064536,-0.060404,-0.056995,-0.05353,-0.050353,-0.050486,-0.042742,-0.046447,-0.044927
0.8715,-0.069765,-0.067181,-0.064539,-0.0604,-0.056995,-0.053506,-0.050359,-0.050474,-0.04273,-0.046432,-0.044911
0.87155,-0.069775,-0.067199,-0.064539,-0.060391,-0.056986,-0.053512,-0.050362,-0.050477,-0.042724,-0.046426,-0.044902
0.8716,-0.069787,-0.067218,-0.064539,-0.060385,-0.056983,-0.053512,-0.050353,-0.050492,-0.04269,-0.046423,-0.044911
0.87165,-0.069793,-0.067227,-0.064557,-0.060382,-0.056974,-0.053524,-0.050337,-0.050492,-0.042657,-0.046404,-0.044914
0.8717,-0.069814,-0.06723,-0.064582,-0.060382,-0.056971,-0.053515,-0.05034,-0.050483,-0.042617,-0.046404,-0.044936
0.87175,-0.069808,-0.067221,-0.064582,-0.060367,-0.056995,-0.0535,-0.050346,-0.050477,-0.042605,-0.046401,-0.044969
0.8718,-0.069778,-0.067218,-0.064576,-0.06037,-0.057011,-0.053472,-0.050331,-0.050477,-0.042602,-0.046395,-0.045
0.87185,-0.069741,-0.067227,-0.064551,-0.060367,-0.057014,-0.05346,-0.05031,-0.050486,-0.042605,-0.046386,-0.045003
0.8719,-0.069726,-0.06723,-0.064521,-0.060361,-0.056998,-0.05346,-0.050292,-0.050489,-0.042596,-0.046377,-0.044994
0.87195,-0.069713,-0.06723,-0.064503,-0.060355,-0.056986,-0.053457,-0.050264,-0.050477,-0.04258,-0.046377,-0.044975
0.872,-0.069717,-0.067215,-0.064496,-0.060361,-0.05698,-0.05346,-0.050237,-0.050471,-0.042538,-0.046352,-0.044951
0.87205,-0.069735,-0.067224,-0.064521,-0.06037,-0.056983,-0.053472,-0.050234,-0.050437,-0.042498,-0.046325,-0.044933
0.8721,-0.069735,-0.06723,-0.064548,-0.06037,-0.057008,-0.053482,-0.050252,-0.050434,-0.042464,-0.046304,-0.044917
0.87215,-0.069744,-0.067242,-0.064548,-0.060358,-0.057023,-0.053466,-0.05027,-0.050447,-0.042443,-0.046301,-0.044908
0.8722,-0.069741,-0.067233,-0.064545,-0.060342,-0.057011,-0.053448,-0.050273,-0.050453,-0.042431,-0.046288,-0.044927
0.87225,-0.069744,-0.067227,-0.064524,-0.060333,-0.057005,-0.053439,-0.050267,-0.050459,-0.042431,-0.046301,-0.044951
0.8723,-0.069726,-0.067205,-0.064503,-0.060327,-0.056998,-0.053433,-0.050282,-0.050459,-0.042431,-0.046325,-0.044972
0.87235,-0.06971,-0.067212,-0.064503,-0.060318,-0.056983,-0.053411,-0.050276,-0.050471,-0.042425,-0.04634,-0.044979
0.8724,-0.069704,-0.06723,-0.064503,-0.060324,-0.05698,-0.053384,-0.050261,-0.050495,-0.042412,-0.046349,-0.044966
0.87245,-0.06971,-0.067254,-0.064499,-0.060346,-0.056992,-0.053384,-0.050255,-0.050514,-0.042406,-0.046346,-0.04493
0.8725,-0.069723,-0.067266,-0.064487,-0.060364,-0.05698,-0.053381,-0.050264,-0.05052,-0.042388,-0.046328,-0.044893
0.87255,-0.06975,-0.067254,-0.064484,-0.060385,-0.056971,-0.053384,-0.050288,-0.050526,-0.042379,-0.046316,-0.044859
0.8726,-0.069762,-0.067227,-0.064487,-0.060373,-0.05695,-0.053402,-0.050298,-0.050532,-0.042382,-0.046298,-0.044838
0.87265,-0.069778,-0.067205,-0.064509,-0.060367,-0.056974,-0.053414,-0.050298,-0.050538,-0.042391,-0.046282,-0.044829
0.8727,-0.069781,-0.067202,-0.064521,-0.060358,-0.056983,-0.053411,-0.050292,-0.050529,-0.042394,-0.046288,-0.044814
0.87275,-0.069778,-0.067218,-0.064515,-0.060361,-0.057001,-0.053402,-0.050292,-0.050517,-0.042376,-0.046301,-0.044792
0.8728,-0.069775,-0.067227,-0.064515,-0.060355,-0.05702,-0.05339,-0.050301,-0.050492,-0.042327,-0.046313,-0.044771
0.87285,-0.06975,-0.067224,-0.064499,-0.060352,-0.057038,-0.053378,-0.050295,-0.050465,-0.042272,-0.046307,-0.04478
0.8729,-0.069723,-0.067215,-0.064484,-0.060352,-0.057038,-0.053378,-0.050282,-0.05045,-0.042217,-0.046279,-0.044802
0.87295,-0.069723,-0.067215,-0.06449,-0.060361,-0.057001,-0.053381,-0.050264,-0.050434,-0.042174,-0.046261,-0.044811
0.873,-0.069741,-0.067224,-0.064478,-0.06037,-0.056971,-0.053378,-0.050273,-0.050428,-0.042156,-0.046246,-0.04482
0.87305,-0.069759,-0.06723,-0.064472,-0.060367,-0.056956,-0.053372,-0.050279,-0.05044,-0.042168,-0.046237,-0.04482
0.8731,-0.069765,-0.06723,-0.064472,-0.060352,-0.056953,-0.053366,-0.050282,-0.050453,-0.042199,-0.046233,-0.044823
0.87315,-0.069753,-0.067218,-0.06449,-0.060327,-0.056962,-0.053369,-0.050276,-0.050462,-0.042254,-0.046249,-0.044814
0.8732,-0.06975,-0.067212,-0.06449,-0.060318,-0.056965,-0.053359,-0.050264,-0.050486,-0.042284,-0.04627,-0.04482
0.87325,-0.069756,-0.067205,-0.06449,-0.060306,-0.056962,-0.053344,-0.050264,-0.050505,-0.042284,-0.046288,-0.044826
0.8733,-0.06975,-0.067199,-0.06449,-0.060315,-0.056974,-0.053329,-0.050279,-0.050492,-0.04226,-0.046304,-0.04485
0.87335,-0.069735,-0.067208,-0.06449,-0.06033,-0.056986,-0.053317,-0.050301,-0.050477,-0.042232,-0.046307,-0.044878
0.8734,-0.069726,-0.06723,-0.064478,-0.06033,-0.056992,-0.053298,-0.050301,-0.050468,-0.042202,-0.046325,-0.044896
0.87345,-0.069723,-0.067248,-0.064466,-0.060333,-0.057001,-0.053286,-0.050295,-0.050477,-0.042187,-0.046343,-0.044921
0.8735,-0.069729,-0.06726,-0.064457,-0.060318,-0.057001,-0.053274,-0.050292,-0.05048,-0.042187,-0.046346,-0.04496
0.87355,-0.069735,-0.067276,-0.064454,-0.060327,-0.057011,-0.053268,-0.050288,-0.050474,-0.042184,-0.046328,-0.044988
0.8736,-0.069753,-0.067266,-0.064463,-0.06033,-0.05702,-0.053271,-0.050264,-0.050483,-0.042187,-0.046316,-0.044991
0.87365,-0.069747,-0.067266,-0.064475,-0.06033,-0.057035,-0.053271,-0.050255,-0.050498,-0.042174,-0.046322,-0.044988
0.8737,-0.069735,-0.067273,-0.064493,-0.060327,-0.057035,-0.053274,-0.05027,-0.050508,-0.042159,-0.046328,-0.044966
0.87375,-0.069729,-0.067279,-0.064503,-0.060327,-0.057023,-0.05328,-0.050279,-0.050502,-0.042141,-0.046337,-0.04496
0.8738,-0.069726,-0.067285,-0.064493,-0.060342,-0.057008,-0.053286,-0.050301,-0.050517,-0.042138,-0.046334,-0.044969
0.87385,-0.069735,-0.067254,-0.064478,-0.060355,-0.056998,-0.053311,-0.050304,-0.050532,-0.042138,-0.046304,-0.044994
0.8739,-0.069729,-0.067221,-0.064466,-0.060346,-0.057014,-0.053329,-0.050304,-0.05055,-0.04215,-0.046285,-0.045
0.87395,-0.069717,-0.067227,-0.064438,-0.060342,-0.057032,-0.053347,-0.050304,-0.050547,-0.042138,-0.046273,-0.045009
0.874,-0.069701,-0.067248,-0.064429,-0.06033,-0.057035,-0.053347,-0.050316,-0.050538,-0.042126,-0.046249,-0.044985
0.87405,-0.069695,-0.067273,-0.064417,-0.060339,-0.057038,-0.053317,-0.050316,-0.050532,-0.04211,-0.046237,-0.044951
0.8741,-0.069704,-0.067279,-0.06442,-0.060324,-0.057035,-0.053308,-0.050319,-0.050538,-0.042104,-0.046233,-0.044945
0.87415,-0.06972,-0.067279,-0.064414,-0.060318,-0.057047,-0.053292,-0.050337,-0.050556,-0.042089,-0.046255,-0.044939
0.8742,-0.069744,-0.067291,-0.064414,-0.060318,-0.057047,-0.05328,-0.050334,-0.050572,-0.042062,-0.04627,-0.044942
