current frequency std
0, 0, 0
50, 1, .1
100, 2, .1
150, 3, .1 
200, 7, .1
250, 9, .1
300, 11, .1
350, 12, .1
400, 14, .1
450, 15, .1
500, 16, .1
550, 17, .1
