edge_type_id target_query source_query weight_function dynamics_params target_sections model_template delay syn_weight distance_range
100 cell_name=='PN' cell_name=='Chn' NULL GABA_InhToExc.json ['axonal'] Exp2Syn 0.1 0.009 "[0.0, 300.0]"
