edge_type_id target_query source_query weight_function delay syn_weight model_template dynamics_params distance_range target_sections
100 cell_name=='cell2' cell_name=='cell1' NULL 2.0 0.001 exp2syn AMPA_ExcToExc.json "[0.0, 150.0]" ['somatic']
